id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,beta,gamma,a_b,b_c,a_c,ecn_bond_dist_Al-Ga,ecn_bond_dist_Al-In,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-Al,ecn_bond_dist_Ga-In,ecn_bond_dist_Ga-O,ecn_bond_dist_In-Al,ecn_bond_dist_In-Ga,ecn_bond_dist_In-O,ecn_bond_dist_O-Al,ecn_bond_dist_O-Ga,ecn_bond_dist_O-In,Ef,soap_predE,abs_error,error,sq_error,norm_abs_error,sum_Ef_and_normalized_error,sum_pred_Ef_and_abs_error
452,80,0.0,0.71875,0.28125,11.2431191,9.653053851,9.65302542,9.652695886,90.00381698,90.00444897,89.99446278,1.000002945,1.000034139,1.000037084,0.0,0.0,0.0,0.0,3.115303859,2.040540025,0.0,3.192868182,2.043673945,0.0,1.912634116,1.41733601,0.1358,0.13720433,0.00140433,0.00140433,1.9721427489e-06,0.0103411634757,0.147545493476,0.13860866
453,20,0.125,0.75,0.125,11.13587611,12.37936924,5.979475566,3.10173354,90.00005057,90.00014088,104.0611066,2.070310198,1.927785056,3.99111306,3.161327349,0.0,1.963071871,2.2072338,2.2072338,1.901412485,0.0,3.161327349,1.963071871,0.675565471,1.887324603,0.675565471,0.0402,0.03522381,0.00497619,-0.00497619,2.47624669161e-05,0.123785820896,0.159009630896,0.0402
455,80,0.21875,0.15625,0.625,12.28889575,24.73823751,6.773961448,6.773489888,119.988916,90.01382667,90.00022788,3.651960186,1.000069618,3.65221443,2.419398172,3.38681231,2.110235995,3.387157441,3.386839256,2.172185672,3.441345349,3.522833009,2.063773738,1.547860584,1.22726928,2.036567566,0.3605,0.3687954,0.0082954,0.0082954,6.881366116e-05,0.0230108183079,0.391806218308,0.3770908
456,80,0.5,0.21875,0.28125,10.5264824,9.443529383,9.443274495,9.443137366,90.00245659,89.99780867,90.00294614,1.000026991,1.000014522,1.000041513,3.124051989,3.157391238,1.99876902,3.119920051,3.129321282,1.998066451,3.119971283,3.226129015,1.993455941,1.889068118,1.395309031,1.520250232,0.2371,0.22305142,0.01404858,-0.01404858,0.000197362600016,0.05925170814,0.28230312814,0.2371
457,80,0.0,0.625,0.375,11.80895344,24.58125557,6.661439937,6.661197686,119.9893743,89.99598797,90.00062873,3.690081394,1.000036367,3.690215593,0.0,0.0,0.0,0.0,3.507094548,1.990910049,0.0,3.330798722,2.172177804,0.0,1.991458392,2.280093348,0.0839,0.08060238,0.00329762,-0.00329762,1.08742976644e-05,0.0393041716329,0.119906551633,0.0839
460,80,0.5,0.5,0.0,10.30800064,24.40199063,6.02685622,5.774783134,89.99956858,103.8356938,90.0002193,4.048875523,1.043650658,4.225611605,3.102609985,0.0,1.869252741,3.123960846,0.0,1.881580648,0.0,0.0,0.0,1.759615021,1.570141531,0.0,0.0364,0.03213055,0.00426945,-0.00426945,1.82282033025e-05,0.117292582418,0.149423132418,0.0364
462,80,0.0,0.84375,0.15625,10.86017276,9.542228043,9.542200101,9.541758408,90.00449778,90.00529045,89.99358524,1.000002928,1.000046291,1.000049219,0.0,0.0,0.0,0.0,2.779091876,2.019197192,0.0,3.152428368,2.011312946,0.0,2.016934613,1.031953882,0.1207,0.11136662,0.00933338,-0.00933338,8.71119822244e-05,0.0773270919635,0.188693711964,0.1207
463,80,0.4375,0.3125,0.25,11.03687593,24.40093642,6.18454812,6.043739619,89.99972345,104.5130367,90.00017605,3.945467954,1.023298241,4.037390417,3.266796225,3.286922145,1.873001746,3.219302267,3.145809708,1.90907668,3.24568157,3.129750672,1.912790276,1.84404783,1.602950756,1.239613848,0.1474,0.15637512,0.00897512,0.00897512,8.05527790144e-05,0.0608895522388,0.217264672239,0.16535024
464,80,0.09375,0.0625,0.84375,12.92682137,10.11269113,10.11251595,10.11243568,89.99895252,90.00082084,90.00090484,1.000017323,1.000007938,1.000025261,2.233266161,3.341034657,2.141026177,1.670547473,3.341049445,2.145725487,2.660001273,2.249818018,2.137893678,0.631150979,0.543440677,2.135775264,0.0915,0.09499241,0.00349241,0.00349241,1.21969276081e-05,0.0381684153005,0.133160825301,0.09848482
465,30,0.583333333,0.25,0.166666667,9.76415731,13.52148245,5.001698552,5.001375602,120.0012957,89.99139639,90.00956999,2.703378124,1.000064572,2.703552688,1.665898578,2.736560987,1.944983726,2.762601122,0.0,1.945002975,2.762601122,0.0,1.944989503,1.964730011,0.992186439,0.992195695,0.1487,0.14800288,0.00069712,-0.00069712,4.859762944e-07,0.00468809683927,0.152690976839,0.1487
466,80,0.03125,0.0625,0.90625,13.24244559,10.19434702,10.19412897,10.19409432,89.99897764,90.00075731,90.00073882,1.00002139,1.000003399,1.000024789,3.368024567,3.367977103,2.17728269,1.684012283,3.368021385,2.148838079,1.378711144,2.099376091,2.155698423,0.272160515,0.505357714,2.151218492,0.0467,0.04875204,0.00205204,0.00205204,4.2108681616e-06,0.0439408993576,0.0926929393576,0.05080408
467,40,0.3125,0.375,0.3125,11.76952262,14.76834855,6.066984295,6.066898885,119.9961392,90.01630603,89.99957299,2.434215721,1.000014078,2.43424999,3.157433448,2.941800797,2.081315463,2.51947003,3.156019404,2.014787978,3.162561979,3.285750424,2.010371797,1.575484259,1.512647533,1.696011879,0.3367,0.33791122,0.00121122,0.00121122,1.4670538884e-06,0.00359732699733,0.341508546997,0.33912244
468,80,0.09375,0.5625,0.34375,11.56473933,24.47038745,6.607159624,6.60692693,119.9907939,90.00160842,90.0019234,3.70361681,1.00003522,3.70374725,3.30354103,3.303502247,1.997789701,2.336266355,3.437389112,2.043037247,2.157094938,3.303615858,2.055385061,0.67790407,1.892749504,1.772340829,0.2758,0.26305717,0.01274283,-0.01274283,0.000162379716409,0.0462031544598,0.30926032446,0.2758
469,40,0.625,0.25,0.125,10.02542923,14.08409229,9.821923576,5.703067503,30.5595029,91.08510582,91.25849674,1.433944398,1.722217661,2.469564367,3.008211516,2.555791027,1.929526253,2.974701018,2.270607428,1.938959556,3.107620361,3.077430746,1.891202001,1.825082283,1.548608535,0.80208324,0.17,0.22151089,0.05151089,0.05151089,0.00265337178859,0.303005235294,0.524516125294,0.27302178
470,80,0.09375,0.28125,0.625,12.19690786,9.918538329,9.918525556,9.918475808,90.00199121,89.99745816,90.00191672,1.000001288,1.000005016,1.000006303,3.282654125,3.276975418,2.090701519,1.460254615,3.278861908,2.103001718,2.585763249,3.27784084,2.09624226,0.668271586,1.636901377,2.062296967,0.1501,0.14976873,0.00033127,-0.00033127,1.097398129e-07,0.00220699533644,0.151975725336,0.1501
471,80,0.34375,0.65625,0.0,9.923303324,9.259651194,9.259383743,9.259116489,90.00507266,90.00480928,89.99480362,1.000028884,1.000028864,1.000057749,3.059112003,0.0,1.954076101,3.067599925,0.0,1.960346265,0.0,0.0,0.0,1.735230566,1.963116369,0.0,0.1081,0.10161469,0.00648531,-0.00648531,4.20592457961e-05,0.0599936170213,0.161608307021,0.1081
472,80,0.25,0.5,0.25,11.03850269,24.23210185,6.486826835,6.486631608,119.9937987,90.00886486,90.00375176,3.735586361,1.000030097,3.73569879,3.402084605,2.838046623,1.974071763,3.382365287,3.382371236,2.024844613,3.283134037,3.402019763,2.00792033,1.384382305,1.695066265,1.704958843,0.29,0.29192894,0.00192894,0.00192894,3.7208095236e-06,0.00665151724138,0.298580457241,0.29385788
473,80,0.875,0.125,0.0,9.8257832,24.01239701,5.920203601,5.698058622,89.99910606,103.9713649,90.00028128,4.056008649,1.038986082,4.214136534,1.573520373,0.0,1.851334374,2.9601018,0.0,1.7944242,0.0,0.0,0.0,1.827378205,0.601509728,0.0,0.0199,0.03552951,0.01562951,0.01562951,0.00024428158284,0.785402512563,0.820932022563,0.05115902
474,80,0.0,0.71875,0.28125,11.50880801,24.46063938,6.592426738,6.592271231,119.9904597,89.99498522,90.00315956,3.710415049,1.000023589,3.710502575,0.0,0.0,0.0,0.0,3.508487308,1.985758707,0.0,3.296267632,2.174881937,0.0,1.970705677,2.123738339,0.0925,0.09403884,0.00153884,0.00153884,2.3680285456e-06,0.0166361081081,0.110674948108,0.09557768
475,80,0.5,0.25,0.25,10.43407013,9.415823222,9.415540041,9.415431084,90.00266574,89.99759539,90.00311589,1.000030076,1.000011572,1.000041648,3.14105726,3.176338279,1.98961455,3.114857331,3.116946911,1.997825746,3.112776805,3.110827092,1.987973864,1.881445267,1.511967125,1.518476603,0.2269,0.23943003,0.01253003,0.01253003,0.000157001651801,0.0552226972234,0.294652727223,0.25196006
476,80,0.4375,0.25,0.3125,11.20109355,24.38443684,6.21952724,6.107903416,89.9997428,104.6791019,90.00016831,3.920625459,1.018275309,3.992276102,3.246431098,3.252776672,1.882195641,3.126423984,2.421124383,1.912449704,3.171596408,2.942302436,1.902675315,1.639420983,1.364193645,1.259956639,0.2246,0.22138478,0.00321522,-0.00321522,1.03376396484e-05,0.0143153161175,0.235700096118,0.2246
477,80,0.78125,0.1875,0.03125,9.649444374,9.913872451,9.144376546,8.515200285,90.00424483,90.00142552,90.00230471,1.08414963,1.073888604,1.164255933,2.815265954,1.247146907,1.798271603,2.929614539,0.528022493,1.802922887,2.904847319,3.168134957,1.809732089,1.839415994,1.249343322,0.244181184,0.097,0.09818989,0.00118989,0.00118989,1.4158382121e-06,0.0122669072165,0.110456797216,0.09937978
478,80,0.0,0.25,0.75,13.03547493,24.7237663,6.646894016,6.58880912,90.00034821,90.00004771,105.6108468,3.719596888,1.00881569,3.7523877,0.0,0.0,0.0,0.0,3.29440456,1.946621198,0.0,3.352223671,1.947221398,0.0,1.333491398,2.020217013,0.1122,0.13595934,0.02375934,0.02375934,0.000564506237236,0.211758823529,0.347718163529,0.15971868
480,80,0.03125,0.5,0.46875,12.20040651,24.76548608,6.42251537,6.351151481,90.00024639,104.9427116,90.00008375,3.856041543,1.01123637,3.899369454,3.341811818,3.211257685,1.956558867,1.079240691,3.349870346,1.919503386,0.645991964,3.402185723,1.950912317,0.262333802,1.715474084,1.815890353,0.0749,0.07720862,0.00230862,0.00230862,5.3297263044e-06,0.0308226969292,0.108031316929,0.07951724
481,80,0.375,0.375,0.25,11.12256568,24.46589097,6.20232356,6.056488584,89.99979645,104.4912716,90.00016591,3.944633126,1.02407913,4.039616459,3.225608287,2.956780834,1.899504942,2.644324817,2.979362859,1.887124799,3.262642062,2.838213264,1.918075156,1.410829068,1.443480644,1.203824047,0.1506,0.14299408,0.00760592,-0.00760592,5.78500190464e-05,0.0505041168659,0.193498196866,0.1506
485,80,0.21875,0.09375,0.6875,12.55671664,10.90475883,9.91581644,9.29012457,90.00121595,90.00034042,89.99828031,1.099733834,1.067350213,1.173801142,2.446489856,3.262427941,1.949015139,3.370826666,3.22811338,1.979238122,3.055158266,2.15772292,1.973212459,1.264739968,0.615997631,2.032130426,0.2509,0.2497185,0.0011815,-0.0011815,1.39594225e-06,0.00470904742925,0.254427547429,0.2509
486,80,0.0,0.46875,0.53125,12.32043007,24.78236248,6.776517947,6.776141779,119.9877335,89.99933248,89.99584847,3.657093905,1.000055514,3.657296923,0.0,0.0,0.0,0.0,3.535121266,1.992408845,0.0,3.582638323,2.180148867,0.0,1.798550426,2.326919418,0.0816,0.08472502,0.00312502,0.00312502,9.7657500004e-06,0.0382968137255,0.123021833725,0.08785004
488,80,0.40625,0.34375,0.25,11.07966485,24.4334132,6.19343584,6.050113632,89.99976003,104.5021459,90.00017102,3.945049861,1.023689176,4.038504842,2.503349044,3.266898587,1.876866096,2.954657896,3.222482852,1.893487378,3.21181386,3.168869177,1.934001754,1.469913593,1.374831198,1.593140943,0.0824,0.10625168,0.02385168,0.02385168,0.000568902638822,0.289462135922,0.395713815922,0.13010336
489,80,0.15625,0.5,0.34375,11.20796524,9.642971898,9.642868295,9.642721615,90.00342935,90.00321776,89.99592628,1.000010744,1.000015211,1.000025956,3.18589666,3.195903387,2.043339843,1.993296573,3.223184448,2.040983384,3.359831369,3.187437165,2.035036839,0.988520124,1.968638015,1.720699024,0.1727,0.1754516,0.0027516,0.0027516,7.57130256e-06,0.0159328314997,0.1913844315,0.1782032
490,30,0.416666667,0.166666667,0.416666667,10.72322774,13.88493465,5.172555073,5.172171967,120.0012656,89.99415942,90.00606396,2.684347378,1.000074071,2.68454621,1.173670029,2.965923329,2.008660618,2.934175073,2.934175063,2.008628543,2.87578529,1.173670025,2.008596463,2.048030467,1.043679087,2.048030457,0.2493,0.23690087,0.01239913,-0.01239913,0.000153738424757,0.0497357801845,0.286636650185,0.2493
491,40,0.4375,0.25,0.3125,11.36478714,14.67985883,10.29051437,5.960990146,30.32611299,90.94582763,91.09781881,1.426542766,1.726309576,2.462654437,3.213078975,2.76160154,1.989232199,3.253142054,2.482130138,1.976080455,2.990985947,3.292696767,2.069373884,1.816470573,1.41331904,1.37962861,0.4786,0.39957342,0.07902658,-0.07902658,0.0062452003465,0.165120309235,0.564693729235,0.4786
494,80,0.3125,0.09375,0.59375,12.04279587,24.62741103,6.720901692,6.720434916,119.990114,90.01604236,90.00450364,3.664301631,1.000069456,3.664556139,1.34423452,3.360326235,2.102384674,3.360502251,3.360295254,2.030174916,3.418952559,2.224970958,2.068210881,1.66179573,0.687078802,1.999931107,0.3832,0.36406671,0.01913329,-0.01913329,0.000366082786224,0.0499302974948,0.413997007495,0.3832
495,40,0.5,0.1875,0.3125,11.57707282,14.73700363,6.027732271,6.025940051,120.0356929,90.0623779,88.1160809,2.444866986,1.000297418,2.445594132,3.198916562,3.062850149,2.032729147,3.155220172,3.20100361,2.003046036,3.179666963,3.320904018,1.992868609,2.049095922,1.190406574,1.509749988,0.423,0.35831666,0.06468334,-0.06468334,0.00418393447356,0.1529156974,0.5112323574,0.423
496,80,0.1875,0.0,0.8125,12.97172282,25.00329137,6.922607099,6.922020221,119.9868482,90.02001298,89.99501544,3.611831643,1.000084784,3.612137869,0.0,3.461198516,2.088676118,0.0,0.0,0.0,3.186076952,0.0,2.144287194,1.058530233,0.0,2.027233005,0.275,0.27688924,0.00188924,0.00188924,3.5692277776e-06,0.00686996363636,0.283759203636,0.27877848
497,80,0.0,0.4375,0.5625,12.50705043,24.77323966,6.48387177,6.453880107,90.00030371,105.1649332,90.000068,3.820747933,1.004647075,3.838503234,0.0,0.0,0.0,0.0,3.334739127,1.926717496,0.0,3.343903793,1.952117603,0.0,1.813802328,2.020089794,0.0245,0.03100386,0.00650386,0.00650386,4.23001948996e-05,0.265463673469,0.296467533469,0.03750772
500,80,0.4375,0.25,0.3125,11.20109355,24.38443684,6.21952724,6.107903416,89.9997428,104.6791019,90.00016831,3.920625459,1.018275309,3.992276102,3.023367874,3.261807447,1.87754117,3.164841296,3.214366027,1.896159055,3.166144353,3.30567663,1.922224094,1.760299561,1.223791111,1.623597063,0.1283,0.13020588,0.00190588,0.00190588,3.6323785744e-06,0.0148548713952,0.145060751395,0.13211176
501,80,0.0625,0.0625,0.875,13.08399854,10.15351896,10.15332229,10.15326492,89.99896474,90.00078806,90.00082114,1.00001937,1.00000565,1.000025021,3.35456122,3.354490532,2.168560363,3.35456122,3.354560262,2.140234728,2.295659089,2.045843634,2.146298033,0.542142064,0.503334443,2.144328796,0.069,0.07233855,0.00333855,0.00333855,1.11459161025e-05,0.0483847826087,0.120723332609,0.0756771
502,40,0.375,0.3125,0.3125,11.4575513,14.72041534,10.31706183,5.976719703,30.33170824,90.96665926,91.12238843,1.426803055,1.726208078,2.462958959,3.074057703,3.264166033,2.043673725,3.085201689,3.320884188,2.037304344,3.297246019,3.286408912,1.962151516,1.790414654,1.70427996,1.215502988,0.369,0.36667699,0.00232301,-0.00232301,5.3963754601e-06,0.0062954200542,0.372972410054,0.369
503,80,0.6875,0.0625,0.25,10.43239796,10.20032988,9.365723769,8.73611962,90.00425179,90.00088768,90.00155725,1.089112826,1.072069085,1.167604191,1.178951335,3.132121999,1.853757199,3.133050294,3.156719961,1.819728233,3.033997481,2.008602404,1.839667254,1.929070528,0.411340538,1.249127138,0.2272,0.23347016,0.00627016,0.00627016,3.93149064256e-05,0.0275975352113,0.261067695211,0.23974032
504,80,0.03125,0.03125,0.9375,13.75713938,11.26974568,10.19951003,9.574689532,90.00009203,90.0003187,89.99592423,1.104930104,1.06525752,1.177035103,0.0,3.291324914,2.034811633,0.0,3.291311066,2.0348686,1.288379558,1.288379517,2.029475486,0.275057781,0.275057994,2.060304445,0.2099,0.19956327,0.01033673,-0.01033673,0.000106847987093,0.0492459742735,0.248809244273,0.2099
506,80,0.1875,0.34375,0.46875,11.85633507,10.67671645,9.742156528,9.11900889,90.00017356,90.00037453,89.99957176,1.095929471,1.068335018,1.170819831,3.253743234,3.169655117,1.927925465,3.336062525,3.222719323,1.918518279,3.058749694,3.268917935,1.939571341,1.240647099,1.746466385,1.904425493,0.199,0.20028999,0.00128999,0.00128999,1.6640742001e-06,0.00648236180905,0.206772351809,0.20157998
507,40,0.5,0.1875,0.3125,11.13443242,14.47464376,10.27398527,5.947375195,30.26602605,87.89939401,87.57779074,1.408863589,1.727482281,2.433786887,3.102293175,3.204486618,1.997890512,3.124093772,3.28798554,1.984642415,3.246240323,2.653763443,1.935135881,1.829319552,1.088641244,1.45736771,0.3379,0.36859979,0.03069979,0.03069979,0.000942477106044,0.0908546611423,0.459454451142,0.39929958
508,40,0.0,0.1875,0.8125,14.12321461,15.78256865,6.429046086,6.429011045,120.0011998,90.00004315,89.99328883,2.454884977,1.00000545,2.454898357,0.0,0.0,0.0,0.0,3.329599409,2.172362688,0.0,2.322267576,2.159794861,0.0,1.277832501,2.13554009,0.3409,0.32701659,0.01388341,-0.01388341,0.000192749073228,0.0407257553535,0.367742345353,0.3409
509,40,0.1875,0.8125,0.0,10.61208212,14.36675615,9.987507844,5.804717285,30.65255255,91.34904558,91.56710548,1.438472577,1.720584716,2.475013932,3.052680449,0.0,1.95708824,3.083150115,0.0,1.962006862,0.0,0.0,0.0,1.155434293,1.917551998,0.0,0.1429,0.13929039,0.00360961,-0.00360961,1.30292843521e-05,0.0252596920924,0.164550082092,0.1429
511,80,0.28125,0.59375,0.125,10.61129601,24.04784085,6.384407277,6.384309881,119.9960253,90.01092035,90.00307825,3.766652064,1.000015256,3.766709527,3.192171173,2.631163127,1.933133309,3.244912156,3.367905738,1.985411375,3.275613479,3.192167115,2.046025202,1.426607129,1.969889993,1.259099669,0.2032,0.20822277,0.00502277,0.00502277,2.52282184729e-05,0.0247183562992,0.232941126299,0.21324554
512,20,0.375,0.5,0.125,10.7954065,12.24944444,5.928334644,3.06618266,89.99975834,90.000182,104.1484829,2.066253877,1.933457756,3.995014583,3.280704428,2.156939909,1.880276384,3.299351275,1.658999061,1.895683492,3.127383978,3.280704428,1.941904815,1.441002505,1.59662352,0.668438498,0.0905,0.08703975,0.00346025,-0.00346025,1.19733300625e-05,0.0382348066298,0.12527455663,0.0905
513,80,0.4375,0.375,0.1875,10.58538978,10.24787944,9.408122422,8.783343637,90.00160142,90.00107357,90.00148319,1.089258726,1.071132226,1.166740124,3.062910387,3.274584757,1.869035252,3.069045154,3.237627459,1.850447282,3.141975031,3.102644223,1.84199316,1.896572383,1.616253336,1.013424799,0.1703,0.16076683,0.00953317,-0.00953317,9.08813302489e-05,0.0559786846741,0.216745514674,0.1703
515,10,0.5,0.0,0.5,11.46489049,12.18282685,3.296441926,3.296213521,119.9929784,90.01683982,90.0123943,3.695750486,1.000069293,3.696006576,0.0,3.590748986,2.037773352,0.0,0.0,0.0,3.590748986,0.0,2.037976683,1.344846225,0.0,1.852531787,0.6121,0.52006094,0.09203906,-0.09203906,0.00847118856568,0.150366051299,0.670426991299,0.6121
516,40,0.125,0.875,0.0,10.43802081,9.368339104,8.750637679,5.093025444,90.00203469,90.00194192,89.99767454,1.070589304,1.718160998,1.839444787,2.984802102,0.0,1.897315666,2.770216298,0.0,1.840569075,0.0,0.0,0.0,1.022974678,1.875195745,0.0,0.0522,0.0579095,0.0057095,0.0057095,3.259839025e-05,0.109377394636,0.167286894636,0.063619
517,80,0.25,0.40625,0.34375,11.54580486,24.57106714,6.29034311,6.178201294,89.9999679,104.6963928,90.0001339,3.9061569,1.018151208,3.977058365,3.218997577,3.252164511,1.905398492,2.988941577,3.260986625,1.901318016,3.233977887,3.220115679,1.93226604,1.269354314,1.664958018,1.714316735,0.1217,0.12488981,0.00318981,0.00318981,1.01748878361e-05,0.0262104354971,0.151100245497,0.12807962
518,80,0.84375,0.0625,0.09375,9.776717946,23.5849164,6.188417344,6.188033544,120.003178,90.0104277,90.00671259,3.81113863,1.000062023,3.811375008,2.105011149,1.68277517,1.925230778,3.093966106,1.547104336,1.920365205,3.093966106,1.031402891,1.875608921,1.899120348,0.449023087,0.555588142,0.3433,0.32651635,0.01678365,-0.01678365,0.000281690907322,0.0488891639965,0.375405513997,0.3433
519,80,0.03125,0.09375,0.875,13.52689732,11.2004103,10.14648147,9.522232526,89.99991109,90.00021497,89.99639087,1.10387136,1.065556994,1.176237849,3.375524323,3.271737321,2.023605057,1.125174774,3.299396072,2.01270304,1.252120191,2.784934357,2.019005512,0.273502613,0.83782174,2.0511583,0.218,0.20997312,0.00802688,-0.00802688,6.44308025344e-05,0.0368205504587,0.246793670459,0.218
520,80,0.53125,0.46875,0.0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.000055356,3.038843728,0.0,1.942708216,3.035325169,0.0,1.940296763,0.0,0.0,0.0,1.911405698,1.877348424,0.0,0.1013,0.09734114,0.00395886,-0.00395886,1.56725724996e-05,0.0390805528134,0.136421692813,0.1013
521,80,0.5625,0.09375,0.34375,10.90051668,10.36275262,9.492965423,8.864618334,90.00341205,90.00073823,90.00098542,1.091624393,1.070882588,1.169001555,2.337183298,3.165077035,1.872828599,3.093849903,3.216786372,1.860107771,3.124357029,3.033989265,1.8852923,1.865912478,0.671786142,1.54188092,0.2534,0.26470033,0.01130033,0.01130033,0.000127697458109,0.0445948303078,0.309295160308,0.27600066
522,80,0.0625,0.03125,0.90625,13.19145515,10.18125792,10.18103477,10.18097409,89.99917684,90.00063247,90.00068361,1.000021918,1.00000596,1.000027878,0.0,3.363651842,2.146070822,0.0,3.363700756,2.146087634,1.928098112,1.497519058,2.153909631,0.550624363,0.275312542,2.149636056,0.0648,0.06187846,0.00292154,-0.00292154,8.5353959716e-06,0.0450854938272,0.106963953827,0.0648
524,80,0.0,0.25,0.75,12.75936865,10.06874323,10.06866969,10.0686632,89.9977123,90.00149458,90.00168185,1.000007304,1.000000645,1.000007948,0.0,0.0,0.0,0.0,3.3287682,2.132900509,0.0,3.450246872,2.128217512,0.0,1.342335465,2.084660916,0.0859,0.09237506,0.00647506,0.00647506,4.19264020036e-05,0.0753790454016,0.167754105402,0.09885012
525,80,0.4375,0.1875,0.375,11.17954031,10.4558507,9.567189031,8.940672885,90.00231534,90.00065451,90.00061402,1.092886392,1.070074832,1.169470222,3.285012515,3.172195585,1.894736078,3.134139793,3.145435393,1.880863828,3.139395282,2.671823424,1.894506094,1.725337883,1.101863964,1.799953519,0.1995,0.19332432,0.00617568,-0.00617568,3.81390234624e-05,0.0309557894737,0.224280109474,0.1995
526,60,0.833333333,0.0,0.166666667,9.436248629,13.39677212,9.879599388,4.939566359,120.0018495,89.98714708,90.01368853,1.356003578,2.000094476,2.712135266,0.0,3.187483717,1.913674903,0.0,0.0,0.0,2.813322145,0.0,1.913678606,1.913793755,0.0,0.866153083,0.1434,0.14501136,0.00161136,0.00161136,2.5964810496e-06,0.0112368200837,0.156248180084,0.14662272
527,40,0.75,0.0,0.25,10.34643123,9.341869875,8.711204663,5.085557132,90.00087891,90.00163523,90.00483906,1.072397015,1.712930253,1.836941289,0.0,3.28163866,1.851499422,0.0,0.0,0.0,3.143552792,0.0,1.817364253,1.915901649,0.0,1.192387412,0.2214,0.21732147,0.00407853,-0.00407853,1.66344069609e-05,0.0184215447154,0.235743014715,0.2214
528,30,0.75,0.25,0.0,9.087134027,13.25147559,4.874068701,4.873807348,120.0014738,89.98793678,90.0131647,2.718770785,1.000053624,2.718916577,3.083701126,0.0,1.889089114,2.782809875,0.0,1.889103054,0.0,0.0,0.0,1.889214415,1.620963933,0.0,0.0418,0.03850682,0.00329318,-0.00329318,1.08450345124e-05,0.0787842105263,0.117291030526,0.0418
529,40,0.625,0.0,0.375,11.21477516,14.23453804,6.032745828,6.032119923,120.0018726,90.01371128,90.00320136,2.359545462,1.000103762,2.359790293,0.0,3.198262169,1.958040508,0.0,0.0,0.0,3.074291016,0.0,2.029302593,1.839562535,0.0,1.865443097,0.3876,0.43019859,0.04259859,0.04259859,0.00181463986999,0.109903482972,0.540102072972,0.47279718
530,80,0.28125,0.375,0.34375,11.28583843,24.32917155,6.546011783,6.545730206,119.9928651,90.01038941,90.00420528,3.716640354,1.000043017,3.716800232,3.341272479,3.34125649,2.009911729,3.401064706,3.324175724,2.047476858,2.705865767,3.328874823,2.012603481,1.388534951,1.703588786,1.817714386,0.3219,0.33389842,0.01199842,0.01199842,0.000143962082496,0.0372737496117,0.371172169612,0.34589684
531,80,0.0,0.84375,0.15625,10.86017276,9.542228043,9.542200101,9.541758408,90.00449778,90.00529045,89.99358524,1.000002928,1.000046291,1.000049219,0.0,0.0,0.0,0.0,2.887687915,2.016239857,0.0,3.152474245,2.027282555,0.0,2.014759811,1.021175091,0.128,0.12289066,0.00510934,-0.00510934,2.61053552356e-05,0.03991671875,0.16280737875,0.128
532,80,0.09375,0.4375,0.46875,11.99771842,10.72054772,9.777945574,9.156385357,89.99922686,90.00029531,89.99935118,1.096400838,1.067882706,1.170827494,3.314395822,3.290255833,1.926555804,2.63746767,3.26254958,1.95624631,2.279241977,3.282018757,1.922973571,0.544584137,1.88307241,1.893752831,0.2137,0.19930502,0.01439498,-0.01439498,0.0002072154492,0.0673606925597,0.26666571256,0.2137
533,80,0.3125,0.6875,0.0,10.55499165,24.59684233,6.08018253,5.81319525,89.99979403,103.7689212,90.00018823,4.045411829,1.045927802,4.231208702,3.166799805,0.0,1.940093366,3.085720891,0.0,1.867793986,0.0,0.0,0.0,1.528871429,1.849664732,0.0,0.0017,-0.001618,0.003318,-0.003318,1.1009124e-05,1.95176470588,1.95014670588,0.0017
534,20,0.0,0.625,0.375,11.98752575,12.41135766,6.261249217,3.18946721,90.00025776,90.0000896,104.6927034,1.982249425,1.963101924,3.89135766,0.0,0.0,0.0,0.0,3.330182196,1.91825206,0.0,3.302924199,1.963123922,0.0,1.944635082,1.696522443,0.0214,0.0177094,0.0036906,-0.0036906,1.362052836e-05,0.172457943925,0.190167343925,0.0214
535,80,0.3125,0.5625,0.125,10.87985536,24.5638454,6.15014076,5.94111444,89.99983194,104.1265314,90.00017167,3.994029789,1.035183015,4.1345518,3.185838237,2.639451798,1.900968978,3.21005151,2.349269416,1.900968978,3.231749874,3.090269807,1.900968978,1.339895177,1.756508788,0.734114857,0.1197,0.11507147,0.00462853,-0.00462853,2.14232899609e-05,0.0386677527151,0.153739222715,0.1197
536,80,0.0,0.34375,0.65625,12.44583416,9.985544218,9.985530478,9.985529918,90.00193173,90.00218962,89.99706809,1.000001376,1.000000056,1.000001432,0.0,0.0,0.0,0.0,3.303779237,2.125088922,0.0,3.299030486,2.104830037,0.0,2.129243437,2.111956026,0.1101,0.10757651,0.00252349,-0.00252349,6.3680017801e-06,0.0229199818347,0.130496491835,0.1101
537,80,0.09375,0.15625,0.75,12.97420325,11.03252593,10.01656423,9.392407949,90.00016229,90.00019118,89.99748974,1.101428162,1.066453276,1.174621672,3.314182525,3.317421671,2.022180048,2.721855867,3.329520297,2.002183952,2.187364234,3.177654338,1.984051795,0.725121191,0.967521881,2.035967813,0.2158,0.21303114,0.00276886,-0.00276886,7.6665856996e-06,0.0128306765524,0.225861816552,0.2158
