id,Natoms,percent_atom_al,percent_atom_ga,percent_atom_in,vol_per_atom,a,b,c,alpha,gamma,beta,a_b,b_c,a_c,ecn_bond_dist_Al-O,ecn_bond_dist_Ga-O,ecn_bond_dist_In-O,Ef,mbtr_predE,soap_predE,ngram_predE,atomic_predE,,
334,80,0.75,0.0625,0.1875,10.16799879,23.77579788,6.285559435,6.285178407,120.0003534,90.01232853,90.01046639,3.782606485,1.000060623,3.782835799,1.914935968,2.08286932,2.038118164,0.2416,0.252198541,0.26527297,0.245897941,0.232033702,,
335,80,0.21875,0.25,0.53125,12.09888791,24.55406417,6.40416818,6.37726893,90.00005467,105.1611262,90.00010676,3.834075477,1.004217989,3.850247565,1.909695296,1.913247032,1.930309295,0.1309,0.146679504,0.15373836,0.128502486,0.237599347,,
336,80,0.3125,0.15625,0.53125,11.5631285,9.743752638,9.743692157,9.743512244,90.00165207,89.99825133,90.00198684,1.000006207,1.000018465,1.000024672,2.059289511,2.064724531,2.060250998,0.2214,0.217861748,0.21732147,0.225403719,0.268154298,,
337,20,0.5,0,0.5,11.61100376,12.13499252,6.287976845,3.15334458,89.99972816,90.00015579,105.1789883,1.929872329,1.994065883,3.848292571,1.88736144,0,1.906219105,0.2549,0.279465906,0.26288834,0.262902846,0.278318213,,
338,20,0.5,0.5,0,10.30800063,12.20099531,5.774783134,3.01342811,89.99956867,90.0002193,103.8356938,2.112805802,1.916350058,4.048875521,1.875416695,1.875416695,0,0.0402,0.029129582,0.03522381,0.039819054,0.10374637,,
339,40,0,0.875,0.125,11.00580623,9.522099869,8.905346959,5.191564782,90.00137072,90.00116567,89.9969272,1.069256472,1.715349289,1.834148329,0,1.879927965,1.89103088,0.1015,0.182088774,0.17468213,0.130865012,0.095195357,,
340,80,0.40625,0,0.59375,11.62066044,9.759898634,9.75988969,9.759567723,89.99930013,90.00090775,90.00151222,1.000000916,1.00003299,1.000033906,2.071923818,0,2.058695276,0.2332,0.208285857,0.21139766,0.20441803,0.265491711,,
341,80,0.4375,0.28125,0.28125,10.61434583,9.469716304,9.469452139,9.469376845,90.00270991,89.99738225,90.00305727,1.000027897,1.000007951,1.000035848,1.999826323,2.004858773,2.004868488,0.2328,0.23254707,0.21727241,0.217228471,0.23067385,,
342,40,0,0.5,0.5,12.24705252,9.84024859,9.219985424,5.399521407,90.00016076,89.99892136,89.99838172,1.067273769,1.707556046,1.822429776,0,1.939841876,1.963008561,0.2089,0.180860337,0.22156713,0.219358279,0.099451449,,
343,60,0,0.958333333,0.041666667,10.18982588,13.67232499,10.16272181,5.08083026,119.9998834,90.00069088,90.00054135,1.345340869,2.000208881,2.690962754,0,1.97710663,1.977086441,0.0906,0.093123225,0.08564492,0.082567581,0.086927514,,
344,80,0.125,0,0.875,13.3737448,11.15658549,10.11068883,9.484861141,90.00085002,90.00039827,89.99670157,1.103444649,1.065981745,1.176251853,2.01761064,0,2.010075976,0.2385,0.259065637,0.24499282,0.240784337,0.126979617,,
345,80,0.46875,0.53125,0,9.755777997,9.207278869,9.206905667,9.206761847,90.00457718,90.00459382,89.99566568,1.000040535,1.000015621,1.000056157,1.945832666,1.948247674,0,0.1093,0.110351754,0.1114453,0.096754012,0.103546271,,
346,80,0.90625,0.03125,0.0625,9.610900528,23.49786473,6.147124369,6.146714422,120.0045148,90.00812787,90.00573005,3.822578383,1.000066694,3.822833325,1.903580804,1.774146219,2.042260716,0.2295,0.235899328,0.25135018,0.226310361,0.149772321,,
347,30,0.25,0.5,0.25,10.45818403,13.78120134,5.12743604,5.126994211,120.0006918,89.99679268,90.0038974,2.687737347,1.000086177,2.687968968,1.991623979,1.991611149,1.991598403,0.1739,0.198660719,0.17611363,0.178642746,0.204215544,,
348,80,0.21875,0.4375,0.34375,11.58990667,24.60355056,6.29923083,6.184570916,90.00000352,104.6856989,90.00012889,3.905802347,1.018539672,3.97821464,1.911286709,1.90695611,1.929396484,0.147,0.134911414,0.14409196,0.137221068,0.239672723,,
349,80,0.40625,0.3125,0.28125,10.91230368,24.15470583,6.460047801,6.459771186,119.9951024,90.01348578,90.00590548,3.739090882,1.000042821,3.739250994,1.968634321,2.053829485,1.984787693,0.3365,0.334035303,0.31348621,0.333455317,0.220869486,,
350,80,0.5625,0,0.4375,11.17936412,24.2382275,6.527402837,6.52696138,119.9944182,90.01581276,90.01391323,3.713303454,1.000067636,3.713554607,2.018810212,0,2.018786326,0.3848,0.374374565,0.37338503,0.387620098,0.293978403,,
351,80,0.28125,0.5,0.21875,11.16914453,24.57157886,6.21149716,6.043571868,89.99989612,104.3742719,90.00015456,3.95582228,1.027785769,4.065737845,1.919609498,1.911396649,1.878310599,0.1978,0.200605946,0.19162681,0.216263984,0.186826722,,
352,80,0.46875,0.1875,0.34375,11.03420596,10.40657859,9.528749403,8.901991997,90.00250573,90.00071154,90.00082369,1.092124281,1.070406422,1.169016844,1.871474977,1.904461441,1.888855745,0.276,0.267962374,0.25417468,0.271105059,0.272640011,,
353,80,0.03125,0.03125,0.9375,13.75713938,11.26974568,10.19951003,9.574689532,90.00009203,90.0003187,89.99592423,1.104930104,1.06525752,1.177035103,2.074347097,2.034876814,2.028157363,0.2061,0.199333402,0.19710397,0.206837268,0.081660631,,
354,80,0,0.25,0.75,12.75936865,10.06874323,10.06866969,10.0686632,89.9977123,90.00149458,90.00168185,1.000007304,1.000000645,1.000007948,0,2.146945363,2.123535894,0.0846,0.078238129,0.08551672,0.10273984,0.183562495,,
355,80,0.375,0.46875,0.15625,10.8768245,24.49063931,6.14985489,5.960354257,89.99976785,104.2355123,90.0001779,3.982311737,1.031793518,4.108923439,1.889306838,1.893702319,1.923005531,0.1095,0.100217289,0.10474132,0.11227982,0.17531372,,
356,80,0.25,0.75,0,10.05019832,9.298930513,9.298742366,9.298382489,90.00544114,90.00496924,89.99416348,1.000020234,1.000038703,1.000058938,1.966496517,1.966497624,0,0.097,0.097557974,0.09818989,0.094835779,0.088360337,,
357,40,0.1875,0,0.8125,13.04749637,10.03380014,9.40749068,5.529017108,90.00041701,89.99734448,90.00128821,1.066575613,1.701476139,1.814752956,2.012621086,0,1.990235694,0.2554,0.247599533,0.24360896,0.254194605,0.197600892,,
358,20,0.75,0,0.25,10.61510753,12.03811207,5.980051139,3.04783547,89.99935245,90.00022703,104.6228607,2.013045004,1.962064947,3.949725039,1.867814068,0,1.867814068,0.3008,0.252162675,0.26833903,0.276861985,0.30190836,,
359,80,0.5,0.40625,0.09375,10.21113995,10.11467884,9.304735879,8.679767032,90.00182922,90.00138442,90.00192521,1.087046314,1.072002952,1.165316857,1.831535419,1.83508068,1.84593967,0.1382,0.137384326,0.14153936,0.131617051,0.188838561,,
360,30,0.583333333,0.416666667,0,9.299543313,13.33461501,4.915329125,4.915007568,120.0010962,89.99090873,90.01034838,2.7128631,1.000065424,2.713040586,1.912738367,1.912751589,0,0.062,0.045442163,0.05419884,0.070337606,0.101980223,,
361,80,0.6875,0.125,0.1875,10.2486003,23.82273344,6.304163617,6.303818972,119.9996868,90.01387718,90.00879849,3.778888824,1.000054672,3.779095425,1.954076542,1.954068129,1.95403728,0.3622,0.34353544,0.33104288,0.350112745,0.223025748,,
362,30,0.083333333,0.833333333,0.083333333,10.19754885,13.67747143,5.082320759,5.081819791,120.0001154,89.99939006,90.00175054,2.691186188,1.00009858,2.691451486,1.974571167,1.974574365,1.974571167,0.1123,0.114352514,0.10956069,0.107521208,0.112249374,,
363,80,0.3125,0.25,0.4375,11.56611762,10.58361418,9.667927253,9.042951848,90.00131003,90.0005064,90.00003187,1.094713883,1.06911188,1.170371617,1.929108945,1.905531851,1.908094515,0.2323,0.252950973,0.24383795,0.234702638,0.243895647,,
364,30,0.666666667,0.25,0.083333333,9.421602575,13.3864781,4.937879988,4.937587634,120.0013801,89.98975235,90.01132542,2.710976802,1.00005921,2.711137319,1.921239586,1.921251407,1.921204131,0.1264,0.105100547,0.11665872,0.141569729,0.180901576,,
365,40,0.125,0.125,0.75,12.92442545,10.00463374,9.379950347,5.508958541,90.00024178,89.99758461,90.00047573,1.066597729,1.702672162,1.816066261,1.97459986,1.99432825,1.989028878,0.2422,0.259060754,0.25010555,0.273234904,0.211907272,,
366,80,0.78125,0.15625,0.0625,9.764106976,23.59166288,6.183507091,6.1831864,120.0031133,90.01355528,90.00319786,3.815256057,1.000051865,3.815453935,1.924403969,1.945947006,1.784698452,0.2771,0.314940014,0.31610733,0.328953155,0.143444694,,
367,80,0.5,0,0.5,11.61100375,24.26998505,6.30668915,6.287976845,89.99972825,105.1789883,90.00015579,3.848292578,1.002975886,3.85974466,1.882647022,0,1.910933522,0.1442,0.169507357,0.16540907,0.14677219,0.278318213,,
368,80,0.40625,0.4375,0.15625,10.83455627,24.45816228,6.14096717,5.953969164,89.99973106,104.2464839,90.00018297,3.982786685,1.031407285,4.107875202,1.890609386,1.887711439,1.920361639,0.0893,0.104247045,0.10108661,0.103083162,0.180024628,,
369,80,0,0.96875,0.03125,11.05842179,24.91342666,6.18654928,5.909211631,90.00016995,103.7502508,90.00013244,4.02703115,1.046933105,4.216032225,0,1.92022434,1.973239776,0.0081,0.011740955,0.02372378,0.010403144,0.084102133,,
370,80,0.21875,0,0.78125,12.51764773,10.00485801,10.00471612,10.00453742,89.99933589,90.00064081,90.0009649,1.000014182,1.000017862,1.000032044,2.136802525,0,2.110010919,0.139,0.125561646,0.12623352,0.158105035,0.225990038,,
371,80,0.4375,0.15625,0.40625,11.25726069,24.29200991,6.542791052,6.542414068,119.9936437,90.01478881,90.00856598,3.71279011,1.000057622,3.713004047,1.985001113,1.996589443,2.075545652,0.2478,0.250700786,0.25226675,0.258313751,0.290273104,,
372,80,0.15625,0.5,0.34375,11.6784513,24.66852032,6.31700627,6.197312918,90.00007443,104.6643573,90.00011868,3.905096697,1.01931375,3.980518758,1.926962833,1.917109333,1.923655364,0.1634,0.178448046,0.17060041,0.1650598,0.259460752,,
373,80,0,0.9375,0.0625,10.82787266,24.17934497,6.43156575,6.431499226,119.9933136,90.00799651,89.99581015,3.759480337,1.000010343,3.759519223,0,1.983447269,2.128446058,0.168,0.179027622,0.17092887,0.168698858,0.090774073,,
374,80,0.53125,0.46875,0,9.672727167,9.18109275,9.18066667,9.180584546,90.00432769,90.00448506,89.99610054,1.000046411,1.000008945,1.000055356,1.941194954,1.942011794,0,0.1054,0.111101539,0.11010948,0.094890895,0.103442803,,
375,30,0.666666667,0.083333333,0.25,9.890239291,13.57334746,5.02425301,5.0239592,120.0015801,89.99017854,90.01058651,2.701565274,1.000058482,2.701723266,1.953486232,1.953523722,1.953473738,0.171,0.198431096,0.18849457,0.202241638,0.262914292,,
376,80,0.875,0,0.125,9.568014534,9.147883409,9.147540021,9.147172627,90.00200071,89.99937458,90.0031406,1.000037539,1.000040165,1.000077705,1.934566446,0,1.934566996,0.1836,0.19701888,0.19076183,0.200761344,0.221276506,,
377,80,0.03125,0,0.96875,13.45967949,10.24982553,10.24955475,10.24951305,89.99940127,90.00045272,90.00046785,1.000026419,1.000004068,1.000030487,2.189121785,0,2.166982021,0.0217,0.020222862,0.02409681,0.035228437,0.07360251,,
378,80,0.28125,0.375,0.34375,11.28583843,24.32917155,6.546011783,6.545730206,119.9928651,90.01038941,90.00420528,3.716640354,1.000043017,3.716800232,2.009880977,2.024923942,2.037231823,0.3062,0.310038556,0.30829883,0.304465386,0.226508773,,
379,80,0,0.53125,0.46875,11.83427867,9.819296683,9.819272649,9.81910897,90.00284607,90.0032718,89.99577088,1.000002448,1.000016669,1.000019117,0,2.076201408,2.077066391,0.1313,0.135571785,0.14339886,0.14586225,0.09957278,,
380,30,0.5,0.5,0,9.406971871,13.37618496,4.935960505,4.935608923,120.00091,89.9923634,90.00894955,2.709945703,1.000071234,2.710138742,1.920370007,1.920370004,0,0.0688,0.0621548,0.07133085,0.085455733,0.10374637,,
381,80,0.8125,0.1875,0,9.546973136,23.48789769,6.12790029,6.127599615,120.0047797,90.01418591,89.99902314,3.832943843,1.000049069,3.833131922,1.902927345,1.902972454,0,0.2278,0.228400011,0.21878767,0.225711484,0.097115005,,
382,40,0.5,0.4375,0.0625,10.41832235,14.28622172,10.06757912,5.786202293,30.14344521,94.30214806,93.66388545,1.419032475,1.739928646,2.469015253,1.897215289,1.909639096,1.948372618,0.294,0.245645023,0.23580732,0.201140756,0.172612725,,
383,30,0.25,0.75,0,9.734190339,13.50089569,4.997859211,4.997417851,120.000361,89.99660641,90.00479006,2.701335736,1.000088318,2.701574311,1.934811067,1.934827992,0,0.0761,0.07634152,0.07545163,0.076207397,0.088360337,,
384,40,0.3125,0.375,0.3125,11.45256906,14.32330049,6.077623271,6.076688602,120.0025876,90.01693672,90.00382502,2.356727268,1.000153812,2.357089762,1.992831824,2.006962553,1.992831868,0.2733,0.319445509,0.32082335,0.288454792,0.216516533,,
385,80,0.15625,0.1875,0.65625,12.20250356,9.920084856,9.920060682,9.919943865,89.99807833,90.00156677,90.00165773,1.000002437,1.000011776,1.000014213,2.096569033,2.104867587,2.096304065,0.1691,0.159128614,0.15467459,0.173784483,0.238116692,,
386,40,0.875,0,0.125,10.4642823,14.20946343,5.834602183,5.833662206,120.0540024,90.09671455,89.16968852,2.43537828,1.00016113,2.435770692,1.958400656,0,2.002506605,0.3116,0.399393076,0.29646257,0.343043476,0.221276506,,
387,80,0,0.0625,0.9375,13.71718777,25.30569245,7.076026051,7.07535979,119.9843388,90.01682698,89.98048291,3.576257672,1.000094166,3.576594435,0,2.042517083,2.187668938,0.1791,0.183753852,0.18563762,0.182503149,0.125534569,,
388,40,0.8125,0.1875,0,9.517705203,9.105941717,8.476522933,4.93230171,90.00151279,90.00238371,90.00440003,1.07425436,1.718573484,1.846185058,1.796845385,1.766147742,0,0.0391,0.03997459,0.03705611,0.038528661,0.097115005,,
389,30,0.75,0.166666667,0.083333333,9.31405991,13.34490822,4.917248582,4.916986225,120.0015671,89.98829662,90.01271722,2.713897416,1.000053357,2.714042222,1.913610203,1.913645297,1.913582122,0.0962,0.091848284,0.09314984,0.116958117,0.163584502,,
390,80,0.375,0.375,0.25,10.60925426,9.468196926,9.467909968,9.467895269,90.00317034,90.00333685,89.99674348,1.000030308,1.000001553,1.000031861,2.00673695,2.000132378,1.999029648,0.1969,0.19321983,0.19323345,0.20357765,0.201638001,,
391,30,0.25,0,0.75,12.01193866,14.34184258,5.386669596,5.386229043,120.0014056,89.99564796,90.00297525,2.662469328,1.000081792,2.662687098,2.079838843,0,2.079820259,0.2716,0.320853965,0.31536958,0.31975425,0.246135391,,
392,80,0.84375,0,0.15625,9.9578907,23.66525098,6.234861666,6.23444049,120.0019324,90.00931071,90.01125099,3.795633688,1.000067556,3.795890107,1.908816828,0,2.067756142,0.1994,0.22226178,0.2574928,0.203254997,0.247964588,,
393,80,0.09375,0.46875,0.4375,11.86618457,24.59102511,6.676281627,6.675969502,119.9897026,90.00298122,90.00007879,3.683341489,1.000046754,3.683513698,2.108259514,2.053941911,2.062991207,0.3027,0.293000207,0.28976814,0.299364807,0.242711818,,
394,80,0,0.46875,0.53125,12.41984295,24.78148543,6.46638221,6.421747426,90.00029609,105.0881185,90.00007154,3.832357047,1.006950567,3.8589941,0,1.92784441,1.950739751,0.0679,0.072060449,0.06904901,0.067300307,0.102466207,,
395,40,0,0.3125,0.6875,13.26346806,14.93895684,6.404290293,6.403269537,120.001449,90.0155113,90.00978738,2.332648296,1.000159412,2.333020148,0,2.0870843,2.140025443,0.3366,0.339247162,0.35664068,0.345314995,0.162475982,,
396,80,0.625,0.03125,0.34375,10.81199494,10.33353642,9.469110025,8.839703223,90.00400963,90.00075318,90.00108906,1.091289086,1.071202255,1.168991329,1.866137162,1.848802346,1.881213227,0.2511,0.251816222,0.23712643,0.254492101,0.306564144,,
397,80,0.375,0.4375,0.1875,10.42400616,9.412785242,9.412497647,9.41242694,90.00359611,90.00368051,89.99631331,1.000030555,1.000007512,1.000038067,1.99061013,1.989666563,1.992786106,0.1911,0.1893185,0.18888506,0.18474904,0.182802976,,
398,40,0,0.1875,0.8125,14.13221547,15.60920332,6.466846523,6.466133011,119.9949729,90.02158381,90.0146182,2.413727195,1.000110346,2.41399354,0,2.163007642,2.183651411,0.3222,0.349991792,0.34664271,0.383314386,0.183094797,,
399,40,0.3125,0,0.6875,12.41098612,9.88002704,9.252752787,5.430467132,90.00047184,89.99854379,90.00214246,1.067793258,1.703859459,1.819369642,1.990277429,0,1.947356549,0.2783,0.263915881,0.26723962,0.278078399,0.263694557,,
400,40,0.875,0.0625,0.0625,9.955452864,13.85492007,5.761006131,5.760839915,119.9994429,90.00392355,89.9948125,2.404947982,1.000028853,2.405017372,1.919092018,1.984846454,1.98483895,0.2662,0.279607097,0.26704191,0.273214543,0.146465363,,
401,80,0.25,0.75,0,10.05019832,9.298930513,9.298742366,9.298382489,90.00544114,90.00496924,89.99416348,1.000020234,1.000038703,1.000058938,1.982708161,1.961093742,0,0.0817,0.094117063,0.0956763,0.090983783,0.088360337,,
402,20,0.125,0.875,0,10.80594702,12.39586474,5.85163974,3.06675442,90.00001588,90.00015717,103.7028465,2.118357467,1.908088793,4.042014143,1.854184068,1.912058586,0,0.0211,0.019817453,0.02228926,0.020950044,0.07609206,,
403,80,0.09375,0.03125,0.875,13.42466607,11.17119355,10.1226196,9.497318141,90.00053804,90.00033742,89.9965984,1.103587213,1.065839793,1.176247166,2.037084069,1.982347995,2.012121483,0.213,0.236743983,0.22203906,0.215898119,0.12159461,,
404,40,0.5,0.5,0,10.1484024,13.96923294,9.983595544,5.778517813,30.24889576,90.67036546,90.77631373,1.399218636,1.727708708,2.417442222,1.927719464,1.949998685,0,0.1464,0.200259612,0.17876812,0.173150389,0.10374637,,
405,80,0.53125,0.25,0.21875,10.55207699,10.23871108,9.398849961,8.772188072,90.00263779,90.00097271,90.00147614,1.08935786,1.071437352,1.167178701,1.861924566,1.850686845,1.843670639,0.1978,0.200605946,0.19162681,0.216263984,0.230918104,,
406,80,0,0.21875,0.78125,12.86503998,10.09648141,10.09637842,10.09637465,89.9979264,90.00135169,90.00151725,1.000010201,1.000000373,1.000010574,0,2.152352413,2.130465262,0.0749,0.070594266,0.07720862,0.09530784,0.18646845,,
407,80,0.34375,0.59375,0.0625,10.33693184,23.92046361,6.318127947,6.31805955,119.9978225,90.0140946,90.00170123,3.786004939,1.000010826,3.786045924,2.020494033,1.923413334,1.95891606,0.2738,0.278006835,0.29275832,0.287790591,0.146524668,,
408,30,0.083333333,0.083333333,0.833333333,12.54429149,14.51843162,5.471180395,5.470682925,120.0012103,89.99740409,90.00049098,2.653619616,1.000090934,2.65386092,2.119746549,2.119746549,2.119781479,0.1618,0.16941741,0.16121552,0.093103013,0.15075933,,
409,20,0,0.625,0.375,11.98752575,12.41135766,6.261249217,3.18946721,90.00025776,90.0000896,104.6927034,1.982249425,1.963101924,3.89135766,0,1.929470026,1.944427313,0.1515,0.134133295,0.11473534,0.142359357,0.108199654,,
410,80,0.0625,0.03125,0.90625,13.19145515,10.18125792,10.18103477,10.18097409,89.99917684,90.00063247,90.00068361,1.000021918,1.00000596,1.000027878,2.146079166,2.174469851,2.152930358,0.0637,0.05756614,0.06358224,0.071249352,0.090039436,,
411,40,0,0.6875,0.3125,10.87028496,14.48801673,10.05846197,5.848268297,30.69146046,91.45889564,91.69587805,1.440380922,1.719904331,2.477317386,0,1.983809122,1.957717665,0.2983,0.290384186,0.28397575,0.264268477,0.110230231,,
412,80,0,0.90625,0.09375,11.22508615,24.89693312,6.22152839,5.973102088,90.00018633,103.9295687,90.00012428,4.001739052,1.041590835,4.168174719,0,1.921440109,1.974982161,0.0139,0.016172901,0.01586053,0.014489195,0.093700672,,
413,80,0.09375,0.5,0.40625,11.93784177,24.71700018,6.36976082,6.274220457,90.00016116,104.8049491,90.00010111,3.880365508,1.015227448,3.93945357,1.902383478,1.915259223,1.94992469,0.0609,0.06088445,0.0619449,0.061504947,0.250674075,,
414,80,0.03125,0.09375,0.875,13.13471178,10.16660805,10.16641646,10.16638512,89.99876531,90.00091285,90.0008763,1.000018845,1.000003083,1.000021928,2.142983868,2.142982595,2.15109298,0.0684,0.062680769,0.06797055,0.074484091,0.137516101,,
415,30,0,0.583333333,0.416666667,11.32220956,14.09279273,5.275761957,5.275232625,120.0004194,90.0001863,89.99962074,2.671233624,1.000100343,2.671501663,0,2.049701033,2.049704102,0.1699,0.155680715,0.17053605,0.148062233,0.104023013,,
416,40,0.125,0.5625,0.3125,11.72578419,14.42184887,6.128738711,6.127648605,120.0032853,90.01809169,90.00482765,2.353151203,1.0001779,2.353569827,2.096588681,1.997737963,2.007669704,0.3321,0.281616133,0.30127592,0.306313186,0.252053172,,
417,80,0.0625,0.09375,0.84375,12.97712783,10.12578021,10.12561008,10.12555586,89.99875228,90.00094588,90.00096008,1.000016802,1.000005355,1.000022157,2.134384459,2.13438439,2.14275337,0.091,0.111419874,0.10441454,0.094757408,0.156500514,,
418,40,0.0625,0.1875,0.75,13.76887438,15.65134254,6.374426206,6.37441187,120.0010944,89.99989276,89.99371608,2.455333552,1.000002249,2.455339074,2.211014749,2.211154636,2.135800202,0.3379,0.318713352,0.36859979,0.325695852,0.201478027,,
419,80,0.8125,0.1875,0,9.304829244,9.063255569,9.062786811,9.062591535,90.00318956,89.99808847,90.00398772,1.000051723,1.000021547,1.000073272,1.915191552,1.922979764,0,0.0992,0.100783503,0.10054231,0.07162223,0.097115005,,
420,40,0,0.3125,0.6875,12.90119512,9.999328754,9.377329826,5.503511733,90.00002255,89.99764662,89.99901655,1.066330068,1.703881136,1.816899689,0,1.964989216,1.996258546,0.094,0.091155977,0.09255237,0.092333701,0.162475982,,
421,40,0.5625,0.4375,0,10.0653157,13.93419719,9.956252586,5.76234901,30.24320596,90.65110661,90.75395083,1.399542355,1.727811448,2.418145303,1.929943902,1.938633211,0,0.203,0.207526349,0.18279902,0.218701903,0.102689092,,
422,30,0.166666667,0.166666667,0.666666667,11.86838654,14.28997193,5.364102259,5.36363238,120.001119,89.99708055,90.00181417,2.664000655,1.000087605,2.664234034,2.07988377,2.079883837,2.079883823,0.1974,0.202810692,0.18651031,0.171232139,0.233793599,,
423,10,0.75,0.25,0,9.623890447,11.76740549,3.073177506,3.073049643,120.004034,90.01627802,89.99845735,3.829067949,1.000041608,3.829227268,1.953239757,1.773977266,0,0.3221,0.304056574,0.27809183,0.329005615,0.095759154,,
424,30,0.75,0.166666667,0.083333333,9.31405991,13.34490822,4.917248582,4.916986225,120.0015671,89.98829662,90.01271722,2.713897416,1.000053357,2.714042222,1.913617223,1.913582122,1.913645297,0.0936,0.095314292,0.10026136,0.10963762,0.163584502,,
425,40,0.5625,0.125,0.3125,11.18077406,14.59876223,10.23741982,5.929532097,30.31484215,90.90380693,91.04825492,1.426019689,1.726513939,2.462042871,2.017306123,1.965679532,1.947249183,0.3028,0.320793628,0.32951295,0.321650262,0.284879635,,
426,40,0.625,0.375,0,10.02543837,14.0840701,9.821934534,5.703078169,30.55948662,91.08516866,91.25854105,1.433940539,1.722216362,2.469555858,1.91047471,1.954794687,0,0.2069,0.201139917,0.18154779,0.19145947,0.100211412,,
427,80,0,0.0625,0.9375,13.40216757,10.23517528,10.23493596,10.23492387,89.99899132,90.00072855,90.00065779,1.000023383,1.000001181,1.000024564,0,2.185993364,2.163150118,0.0219,0.021805055,0.0212824,0.040781129,0.125534569,,
428,30,0.166666667,0.666666667,0.166666667,10.32731768,13.72933596,5.104877924,5.104406576,120.0004039,89.99809611,90.0028213,2.689454315,1.000092341,2.689702663,1.983112706,1.9830872,1.983092248,0.1469,0.151785479,0.15316503,0.155544566,0.176624603,,
429,80,0.375,0.15625,0.46875,11.70459386,24.40814704,6.32475047,6.28121765,89.99986138,105.0586681,90.00013929,3.859147828,1.006930634,3.885894169,1.899298088,1.885194196,1.919043537,0.1619,0.157696939,0.1588844,0.164242368,0.276006815,,
430,80,0.5,0.375,0.125,10.06983728,9.305001839,9.30460743,9.304604637,90.00353336,90.00381265,89.99674048,1.000042389,1.0000003,1.000042689,1.969418977,1.967807248,1.961318536,0.1787,0.166357373,0.17163647,0.160987478,0.198779529,,
431,40,0.375,0.625,0,10.42639346,14.27021368,10.00232251,5.79226558,30.29843555,90.75173809,90.87385275,1.426690018,1.726841142,2.46366702,1.982441754,1.939999128,0,0.0958,0.148532453,0.13850992,0.076912402,0.099714898,,
432,80,0.5,0.34375,0.15625,10.16008626,9.33270669,9.332338123,9.332313117,90.00331168,89.99695447,90.00363569,1.000039494,1.00000268,1.000042173,1.976919015,1.971889033,1.967164623,0.1868,0.192517057,0.18424147,0.176920498,0.206285773,,
433,80,0,0.0625,0.9375,13.40216757,10.23517528,10.23493596,10.23492387,89.99899132,90.00072855,90.00065779,1.000023383,1.000001181,1.000024564,0,2.157436136,2.165053934,0.0278,0.033746911,0.02597197,0.039955122,0.125534569,,
434,80,0.40625,0.3125,0.28125,10.91230368,24.15470583,6.460047801,6.459771186,119.9951024,90.01348578,90.00590548,3.739090882,1.000042821,3.739250994,2.051814139,1.999743431,1.924734681,0.4575,0.437927816,0.45560553,0.43547862,0.220869486,,
435,80,0.40625,0.375,0.21875,10.47263681,9.427397528,9.42708403,9.427072192,90.00325622,90.00345289,89.99674095,1.000033255,1.000001256,1.000034511,1.995211204,1.991509892,1.994650202,0.1885,0.215660029,0.19399336,0.181211915,0.198477638,,
436,80,0.75,0.0625,0.1875,10.15607608,10.10178823,9.288849998,8.658760447,90.00459636,90.00099387,90.0018461,1.08751764,1.072769024,1.166655238,1.834104193,1.824199011,1.822350427,0.2214,0.217861748,0.21732147,0.225403719,0.232033702,,
437,80,0.0625,0.75,0.1875,11.11637699,10.42321774,9.551264862,8.932860571,89.99783306,90.00108153,90.00092779,1.091291875,1.069228025,1.166839856,1.894687007,1.88276098,1.905955544,0.1329,0.125063371,0.12984868,0.136763678,0.15883887,,
438,80,0.59375,0.25,0.15625,10.2786101,23.85298912,6.309329397,6.309058132,119.9992086,90.01549335,90.00543659,3.780590237,1.000042996,3.780752788,1.94873812,1.922114066,2.036648008,0.2453,0.264516883,0.25905749,0.246345269,0.215301206,,
439,40,0,0.0625,0.9375,14.54457804,15.88908325,6.502113111,6.501821976,119.9903296,89.98039895,90.02059947,2.44367992,1.000044777,2.443789342,0,2.251636747,2.201903263,0.3881,0.332725964,0.32644897,0.334775962,0.125534569,,
440,80,0.46875,0.375,0.15625,10.20293343,9.34579998,9.345432758,9.345426873,90.00343762,90.00369073,89.99673942,1.000039294,1.00000063,1.000039924,1.976869257,1.97209024,1.985558489,0.1848,0.195537073,0.18715001,0.179767621,0.199094085,,
441,80,0.25,0.09375,0.65625,12.34467672,24.75494695,6.787036859,6.786540515,119.9888756,90.01604444,90.00111982,3.647386549,1.000073137,3.647653307,2.060724417,2.139719812,2.101017191,0.3266,0.307715208,0.29957696,0.315137912,0.259845571,,
442,40,0.0625,0.1875,0.75,13.39798211,14.98135555,6.427509716,6.426568721,120.0009116,90.01517843,90.00943355,2.330818032,1.000146423,2.331159317,2.191948888,2.029233369,2.13045895,0.3286,0.284749774,0.33326672,0.334647391,0.201478027,,
443,80,0.75,0.25,0,9.623890434,23.53481097,6.146355011,6.146099281,120.004034,90.01627804,89.99845744,3.829067948,1.000041609,3.82922727,1.897229669,1.942007526,0,0.2122,0.209401257,0.21424388,0.209297247,0.095759154,,
444,80,0.1875,0.5,0.3125,11.54994259,24.64428267,6.29062899,6.158868219,90.00003043,104.5929686,90.0001276,3.917618208,1.021393666,4.001430424,1.906420315,1.917286365,1.923805994,0.1728,0.167924814,0.16731594,0.170877458,0.24500208,,
